lakeid,year4,sampledate,gearid,spname,length,weight
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,39,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,39,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,39,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,39,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,39,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,39,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,39,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,39,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,39,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,39,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,39,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,39,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,39,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,39,NA
TR,1994,8/9/1994,ELFISH,YELLOWPERCH,39,NA
TR,1994,8/8/1994,ELFISH,YELLOWPERCH,39,NA
TR,1994,8/4/1994,ELFISH,YELLOWPERCH,39,NA
TR,1994,8/4/1994,ELFISH,YELLOWPERCH,39,NA
TR,1994,7/29/1994,BSEINE,YELLOWPERCH,39,NA
TR,1994,7/29/1994,BSEINE,YELLOWPERCH,39,NA
TR,1994,7/29/1994,BSEINE,YELLOWPERCH,39,NA
TR,1994,7/29/1994,BSEINE,YELLOWPERCH,39,NA
TR,1994,7/29/1994,BSEINE,YELLOWPERCH,39,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,39,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,39,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,39,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,39,NA
TR,1994,7/25/1994,BSEINE,YELLOWPERCH,39,NA
TR,1994,7/25/1994,BSEINE,YELLOWPERCH,39,NA
TR,1994,7/29/1994,BSEINE,YELLOWPERCH,39,NA
TR,1994,7/27/1994,FYKNET,YELLOWPERCH,40,0.4
TR,1994,7/27/1994,FYKNET,YELLOWPERCH,40,NA
TR,1994,7/27/1994,FYKNET,YELLOWPERCH,40,NA
TR,1994,7/25/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/25/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,8/4/1994,ELFISH,YELLOWPERCH,40,NA
TR,1994,7/29/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/29/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/29/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,7/25/1994,BSEINE,YELLOWPERCH,40,NA
TR,1994,8/4/1994,ELFISH,YELLOWPERCH,40,NA
TR,1994,7/27/1994,FYKNET,YELLOWPERCH,41,0.4
TR,1994,7/25/1994,BSEINE,YELLOWPERCH,41,0.7
TR,1994,7/25/1994,BSEINE,YELLOWPERCH,41,0.85
TR,1994,7/27/1994,FYKNET,YELLOWPERCH,41,NA
TR,1994,7/27/1994,FYKNET,YELLOWPERCH,41,NA
TR,1994,7/27/1994,FYKNET,YELLOWPERCH,41,NA
TR,1994,7/27/1994,FYKNET,YELLOWPERCH,41,NA
TR,1994,7/25/1994,BSEINE,YELLOWPERCH,41,NA
TR,1994,7/25/1994,BSEINE,YELLOWPERCH,41,NA
TR,1994,7/25/1994,BSEINE,YELLOWPERCH,41,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,41,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,41,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,41,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,41,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,41,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,41,NA
TR,1994,7/26/1994,FYKNET,YELLOWPERCH,41,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,41,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,41,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,41,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,41,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,41,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,41,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,41,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,41,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,41,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,41,NA
TR,1994,7/26/1994,CRAYTR,YELLOWPERCH,41,NA
TR,1994,8/9/1994,ELFISH,YELLOWPERCH,41,NA
TR,1994,8/8/1994,ELFISH,YELLOWPERCH,41,NA
TR,1994,8/4/1994,ELFISH,YELLOWPERCH,41,NA
TR,1994,8/4/1994,ELFISH,YELLOWPERCH,41,NA
TR,1994,8/4/1994,ELFISH,YELLOWPERCH,41,NA
TR,1994,8/4/1994,ELFISH,YELLOWPERCH,41,NA
TR,1994,7/29/1994,BSEINE,YELLOWPERCH,41,NA
TR,1994,7/29/1994,BSEINE,YELLOWPERCH,41,NA
TR,1994,7/29/1994,BSEINE,YELLOWPERCH,41,NA
TR,1994,7/29/1994,BSEINE,YELLOWPERCH,41,NA
TR,1994,7/29/1994,BSEINE,YELLOWPERCH,41,NA
TR,1994,7/29/1994,BSEINE,YELLOWPERCH,41,NA
TR,1994,7/29/1994,BSEINE,YELLOWPERCH,41,NA
TR,1994,7/29/1994,BSEINE,YELLOWPERCH,41,NA
TR,1994,7/29/1994,BSEINE,YELLOWPERCH,41,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,41,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,41,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,41,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,41,NA
TR,1994,7/25/1994,BSEINE,YELLOWPERCH,42,0.8
TR,1994,7/25/1994,BSEINE,YELLOWPERCH,42,0.92
TR,1994,7/27/1994,FYKNET,YELLOWPERCH,42,NA
TR,1994,7/27/1994,FYKNET,YELLOWPERCH,42,NA
TR,1994,7/27/1994,FYKNET,YELLOWPERCH,42,NA
TR,1994,7/25/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/25/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/25/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,8/9/1994,ELFISH,YELLOWPERCH,42,NA
TR,1994,8/8/1994,ELFISH,YELLOWPERCH,42,NA
TR,1994,8/4/1994,ELFISH,YELLOWPERCH,42,NA
TR,1994,8/4/1994,ELFISH,YELLOWPERCH,42,NA
TR,1994,8/4/1994,ELFISH,YELLOWPERCH,42,NA
TR,1994,8/4/1994,ELFISH,YELLOWPERCH,42,NA
TR,1994,8/4/1994,ELFISH,YELLOWPERCH,42,NA
TR,1994,8/4/1994,ELFISH,YELLOWPERCH,42,NA
TR,1994,8/4/1994,ELFISH,YELLOWPERCH,42,NA
TR,1994,8/4/1994,ELFISH,YELLOWPERCH,42,NA
TR,1994,7/29/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/29/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/29/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/29/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/29/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/29/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/29/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/29/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/29/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/25/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,8/4/1994,ELFISH,YELLOWPERCH,42,NA
TR,1994,7/25/1994,BSEINE,YELLOWPERCH,42,NA
TR,1994,7/27/1994,FYKNET,YELLOWPERCH,43,0.8
TR,1994,7/27/1994,FYKNET,YELLOWPERCH,43,NA
TR,1994,7/27/1994,FYKNET,YELLOWPERCH,43,NA
TR,1994,7/27/1994,FYKNET,YELLOWPERCH,43,NA
TR,1994,7/27/1994,FYKNET,YELLOWPERCH,43,NA
TR,1994,7/25/1994,BSEINE,YELLOWPERCH,43,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,43,NA
TR,1994,7/26/1994,FYKNET,YELLOWPERCH,43,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,43,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,43,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,43,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,43,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,43,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,43,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,43,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,43,NA
TR,1994,8/4/1994,ELFISH,YELLOWPERCH,43,NA
TR,1994,8/4/1994,ELFISH,YELLOWPERCH,43,NA
TR,1994,8/4/1994,ELFISH,YELLOWPERCH,43,NA
TR,1994,8/4/1994,ELFISH,YELLOWPERCH,43,NA
TR,1994,7/29/1994,BSEINE,YELLOWPERCH,43,NA
TR,1994,7/29/1994,BSEINE,YELLOWPERCH,43,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,43,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,43,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,43,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,43,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,43,NA
TR,1994,7/27/1994,FYKNET,YELLOWPERCH,44,0.4
TR,1994,7/27/1994,FYKNET,YELLOWPERCH,44,NA
TR,1994,7/27/1994,FYKNET,YELLOWPERCH,44,NA
TR,1994,7/25/1994,BSEINE,YELLOWPERCH,44,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,44,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,44,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,44,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,44,NA
TR,1994,7/26/1994,FYKNET,YELLOWPERCH,44,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,44,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,44,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,44,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,44,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,44,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,44,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,44,NA
TR,1994,8/8/1994,ELFISH,YELLOWPERCH,44,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,44,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,44,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,44,NA
TR,1994,7/27/1994,FYKNET,YELLOWPERCH,45,0.8
TR,1994,7/27/1994,FYKNET,YELLOWPERCH,45,NA
TR,1994,7/27/1994,FYKNET,YELLOWPERCH,45,NA
TR,1994,7/25/1994,BSEINE,YELLOWPERCH,45,NA
TR,1994,7/25/1994,BSEINE,YELLOWPERCH,45,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,45,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,45,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,45,NA
TR,1994,7/26/1994,FYKNET,YELLOWPERCH,45,NA
TR,1994,7/26/1994,FYKNET,YELLOWPERCH,45,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,45,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,45,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,45,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,45,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,45,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,45,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,45,NA
TR,1994,7/29/1994,BSEINE,YELLOWPERCH,45,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,45,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,45,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,45,NA
TR,1994,7/25/1994,BSEINE,YELLOWPERCH,46,0.7
TR,1994,7/25/1994,BSEINE,YELLOWPERCH,46,0.9
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,46,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,46,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,46,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,46,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,46,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,46,NA
TR,1994,8/9/1994,ELFISH,YELLOWPERCH,46,NA
TR,1994,8/8/1994,ELFISH,YELLOWPERCH,46,NA
TR,1994,8/4/1994,ELFISH,YELLOWPERCH,46,NA
TR,1994,7/29/1994,BSEINE,YELLOWPERCH,46,NA
TR,1994,7/29/1994,BSEINE,YELLOWPERCH,46,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,46,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,46,NA
TR,1994,8/9/1994,ELFISH,YELLOWPERCH,46,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,47,NA
TR,1994,7/26/1994,FYKNET,YELLOWPERCH,47,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,47,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,47,NA
TR,1994,8/9/1994,ELFISH,YELLOWPERCH,47,NA
TR,1994,8/8/1994,ELFISH,YELLOWPERCH,47,NA
TR,1994,7/29/1994,BSEINE,YELLOWPERCH,47,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,47,NA
TR,1994,7/25/1994,BSEINE,YELLOWPERCH,47,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,48,NA
TR,1994,7/26/1994,FYKNET,YELLOWPERCH,48,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,48,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,48,NA
TR,1994,8/4/1994,ELFISH,YELLOWPERCH,48,NA
TR,1994,7/29/1994,BSEINE,YELLOWPERCH,48,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,49,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,49,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,49,NA
TR,1994,7/26/1994,FYKNET,YELLOWPERCH,49,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,49,NA
TR,1994,8/8/1994,ELFISH,YELLOWPERCH,49,NA
TR,1994,8/4/1994,ELFISH,YELLOWPERCH,49,NA
TR,1994,8/4/1994,ELFISH,YELLOWPERCH,49,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,51,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,52,1.4
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,52,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,53,1.7
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,55,1.8
TR,1994,8/4/1994,ELFISH,YELLOWPERCH,58,2.4
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,59,2.4
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,59,NA
TR,1994,7/27/1994,FYKNET,YELLOWPERCH,60,NA
TR,1994,7/27/1994,FYKNET,YELLOWPERCH,60,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,60,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,61,4.2
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,62,NA
TR,1994,7/26/1994,FYKNET,YELLOWPERCH,66,NA
TR,1994,8/8/1994,ELFISH,YELLOWPERCH,68,NA
TR,1994,7/26/1994,FYKNET,YELLOWPERCH,69,NA
TR,1994,7/26/1994,FYKNET,YELLOWPERCH,70,NA
TR,1994,8/4/1994,ELFISH,YELLOWPERCH,70,NA
TR,1994,7/26/1994,FYKNET,YELLOWPERCH,71,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,72,3.8
TR,1994,7/26/1994,FYKNET,YELLOWPERCH,72,NA
TR,1994,7/26/1994,FYKNET,YELLOWPERCH,72,NA
TR,1994,7/26/1994,FYKNET,YELLOWPERCH,74,3.2
TR,1994,8/4/1994,ELFISH,YELLOWPERCH,75,NA
TR,1994,7/26/1994,FYKNET,YELLOWPERCH,76,4.1
TR,1994,7/26/1994,FYKNET,YELLOWPERCH,76,NA
TR,1994,7/26/1994,FYKNET,YELLOWPERCH,76,NA
TR,1994,7/26/1994,FYKNET,YELLOWPERCH,76,NA
TR,1994,7/27/1994,FYKNET,YELLOWPERCH,77,NA
TR,1994,7/26/1994,FYKNET,YELLOWPERCH,78,3.6
TR,1994,7/26/1994,FYKNET,YELLOWPERCH,78,4.2
TR,1994,7/26/1994,FYKNET,YELLOWPERCH,78,NA
TR,1994,7/26/1994,FYKNET,YELLOWPERCH,78,NA
TR,1994,8/4/1994,ELFISH,YELLOWPERCH,78,NA
TR,1994,8/4/1994,ELFISH,YELLOWPERCH,78,NA
TR,1994,7/26/1994,FYKNET,YELLOWPERCH,79,NA
TR,1994,7/26/1994,FYKNET,YELLOWPERCH,79,NA
TR,1994,8/8/1994,ELFISH,YELLOWPERCH,79,NA
TR,1994,7/25/1994,BSEINE,YELLOWPERCH,80,NA
TR,1994,7/26/1994,FYKNET,YELLOWPERCH,80,NA
TR,1994,7/26/1994,FYKNET,YELLOWPERCH,80,NA
TR,1994,7/26/1994,VGN019,YELLOWPERCH,81,5.5
TR,1994,7/26/1994,FYKNET,YELLOWPERCH,81,NA
TR,1994,8/4/1994,ELFISH,YELLOWPERCH,81,NA
TR,1994,7/26/1994,VGN019,YELLOWPERCH,82,6.2
TR,1994,7/26/1994,FYKNET,YELLOWPERCH,82,NA
TR,1994,7/26/1994,FYKNET,YELLOWPERCH,82,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,82,NA
TR,1994,7/26/1994,FYKNET,YELLOWPERCH,83,NA
TR,1994,7/27/1994,BSEINE,YELLOWPERCH,83,NA
TR,1994,8/4/1994,ELFISH,YELLOWPERCH,83,NA
TR,1994,8/4/1994,ELFISH,YELLOWPERCH,83,NA
TR,1994,7/27/1994,FYKNET,YELLOWPERCH,83,NA
TR,1994,8/9/1994,ELFISH,YELLOWPERCH,83,NA
TR,1994,7/26/1994,FYKNET,YELLOWPERCH,84,NA
TR,1994,7/26/1994,FYKNET,YELLOWPERCH,84,NA
TR,1994,7/27/1994,FYKNET,YELLOWPERCH,84,NA
TR,1994,7/27/1994,FYKNET,YELLOWPERCH,85,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,86,5.6
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,86,6.6
TR,1994,7/26/1994,FYKNET,YELLOWPERCH,86,NA
TR,1994,8/8/1994,ELFISH,YELLOWPERCH,86,NA
TR,1994,7/27/1994,FYKNET,YELLOWPERCH,86,NA
TR,1994,8/4/1994,ELFISH,YELLOWPERCH,87,3.6
TR,1994,7/27/1994,FYKNET,YELLOWPERCH,87,NA
TR,1994,7/26/1994,FYKNET,YELLOWPERCH,87,NA
TR,1994,7/26/1994,FYKNET,YELLOWPERCH,88,NA
TR,1994,7/26/1994,BSEINE,YELLOWPERCH,89,6.2
TR,1994,7/26/1994,FYKNET,YELLOWPERCH,89,6.2
TR,1994,7/26/1994,FYKNET,YELLOWPERCH,89,NA
TR,1994,8/4/1994,ELFISH,YELLOWPERCH,89,NA
TR,1994,7/27/1994,FYKNET,YELLOWPERCH,90,7.4
TR,1994,7/26/1994,FYKNET,YELLOWPERCH,92,7.6
TR,1994,7/29/1994,BSEINE,YELLOWPERCH,92,7.6
TR,1994,8/8/1994,ELFISH,YELLOWPERCH,94,7.4
TR,1994,7/27/1994,FYKNET,YELLOWPERCH,94,7.6
TR,1994,8/8/1994,ELFISH,YELLOWPERCH,96,NA
TR,1994,8/8/1994,ELFISH,YELLOWPERCH,97,NA
TR,1994,8/8/1994,ELFISH,YELLOWPERCH,98,8.3
TR,1994,7/27/1994,FYKNET,YELLOWPERCH,99,10
TR,1994,8/8/1994,ELFISH,YELLOWPERCH,101,9.5
TR,1994,8/8/1994,ELFISH,YELLOWPERCH,103,9.8
TR,1994,8/8/1994,ELFISH,YELLOWPERCH,106,NA
TR,1994,8/8/1994,ELFISH,YELLOWPERCH,108,11.5
TR,1994,8/8/1994,ELFISH,YELLOWPERCH,109,12.5
TR,1994,8/8/1994,ELFISH,YELLOWPERCH,113,13.2
TR,1994,7/26/1994,FYKNET,YELLOWPERCH,121,16
TR,1994,8/4/1994,ELFISH,YELLOWPERCH,131,26
TR,1994,8/4/1994,ELFISH,YELLOWPERCH,155,35
TR,1994,8/4/1994,ELFISH,YELLOWPERCH,172,56
