fish,yearcap,ce,agecap,lencap,inc1,inc2,inc3,inc4,inc5,inc6,inc7,radcap
1740,1993,C,3,344,1.5196,1.9056,1.0382,0.5482,NA,NA,NA,5.0116
1741,1993,C,3,373,1.6928,1.9788,0.8223,0.708,NA,NA,NA,5.2019
1742,1993,C,3,340,1.5138,1.6996,0.8663,0.5343,NA,NA,NA,4.614
1744,1993,C,3,363,1.4578,1.8919,0.9911,0.4894,NA,NA,NA,4.8302
1748,1993,C,3,339,1.5368,2.0812,0.9541,0.6288,NA,NA,NA,5.2009
1750,1993,C,3,338,1.2772,1.4843,0.655,0.4432,NA,NA,NA,3.8597
1752,1993,C,3,400,1.9076,1.8666,1.0125,0.752,NA,NA,NA,5.5387
1753,1993,C,3,407,1.7357,1.9173,0.9664,0.7945,NA,NA,NA,5.4139
1754,1993,C,3,379,1.8843,1.7841,0.9275,0.6496,NA,NA,NA,5.2455
1665,1993,E,3,355,1.7557,2.0731,0.9293,0.7916,NA,NA,NA,5.5497
1673,1993,E,3,389,1.7404,2.2492,0.9191,0.7508,NA,NA,NA,5.6595
1677,1993,E,3,413,2.0532,1.9107,0.901,0.7542,NA,NA,NA,5.6191
1682,1993,E,3,464,1.7044,1.7282,0.8409,0.4106,NA,NA,NA,4.6841
1685,1993,E,3,336,1.6819,2.0451,0.7725,0.6768,NA,NA,NA,5.1763
1687,1993,E,3,385,1.5822,1.7901,0.8065,0.5158,NA,NA,NA,4.6946
1688,1993,E,3,350,1.6854,1.7228,0.8107,0.355,NA,NA,NA,4.5739
1691,1993,E,3,414,1.982,1.7184,0.9583,0.6444,NA,NA,NA,5.3031
1694,1993,E,3,366,1.5605,1.6343,0.8659,0.8113,NA,NA,NA,4.872
1651,1949,C,4,399,0.7581,1.4983,1.1139,1.1408,0.451,NA,NA,4.9621
1652,1949,C,4,376,1.0747,1.2682,1.3852,1.175,0.2244,NA,NA,5.1275
1653,1949,C,4,373,0.9019,1.2187,1.2293,0.8226,0.3585,NA,NA,4.531
1654,1949,C,4,373,1.1649,1.2734,1.1254,0.9133,0.254,NA,NA,4.731
1655,1949,C,4,371,0.6606,1.5708,1.4292,0.8583,0.3869,NA,NA,4.9058
1656,1949,C,4,371,1.1651,1.181,1.1216,0.9885,0.58,NA,NA,5.0362
1657,1949,C,4,353,1.0918,1.3149,1.0267,0.9507,0.5407,NA,NA,4.9248
1592,1950,C,4,330,0.7917,1.4795,1.1372,0.5444,0.1032,NA,NA,4.056
1593,1950,C,4,330,1,1.7391,1.1834,0.6306,0.2791,NA,NA,4.8322
1604,1950,C,4,356,0.9065,1.3686,0.9521,0.9762,0.2893,NA,NA,4.4927
1607,1950,C,4,368,1.051,1.652,1.0074,0.8151,0.2601,NA,NA,4.7856
1614,1950,C,4,345,0.9835,1.4056,1.2517,0.5085,0.5963,NA,NA,4.7456
1615,1950,C,4,363,1.1266,1.2135,1.1345,0.6703,0.2025,NA,NA,4.3474
1616,1950,C,4,363,1.1753,1.4543,1.0499,0.4963,0.1805,NA,NA,4.3563
1556,1951,C,4,335,1.542,0.9313,0.6283,0.5611,0.3297,NA,NA,3.9924
1557,1951,C,4,328,1.0427,1.2155,0.8456,0.3764,0.3816,NA,NA,3.8618
1558,1951,C,4,338,1.0696,1.2722,0.8192,0.4216,0.4475,NA,NA,4.0301
1559,1951,C,4,335,1.457,1.4592,0.6332,0.3843,0.3945,NA,NA,4.3282
1560,1951,C,4,335,1.1818,1.4149,0.6893,0.3329,0.3215,NA,NA,3.9404
1563,1951,C,4,340,0.9142,1.3046,0.9397,0.7766,0.217,NA,NA,4.1521
1564,1951,C,4,353,1.2376,1.7492,1.1057,0.4627,0.3659,NA,NA,4.9211
1565,1951,C,4,345,0.9828,1.4809,0.8567,0.3869,0.5404,NA,NA,4.2477
1566,1951,C,4,323,0.651,1.3904,1.0985,0.5682,0.2687,NA,NA,3.9768
1572,1951,C,4,315,1.1399,1.5855,0.6115,0.2765,0.4243,NA,NA,4.0377
1573,1951,C,4,315,0.6523,1.5324,0.9564,0.2913,0.3192,NA,NA,3.7516
1574,1951,C,4,305,0.5478,1.7382,0.5956,0.2529,0.4496,NA,NA,3.5841
1576,1951,C,4,323,0.6649,1.5379,0.6349,0.4855,0.4933,NA,NA,3.8165
1577,1951,C,4,323,1.1162,1.3303,0.7854,0.4661,0.2639,NA,NA,3.9619
1578,1951,C,4,318,0.7981,1.0687,0.9915,0.3943,0.3687,NA,NA,3.6213
1579,1951,C,4,318,0.6745,1.5533,0.6345,0.519,0.2202,NA,NA,3.6015
1580,1951,C,4,325,1.3448,1.3095,0.6667,0.6817,0.3273,NA,NA,4.33
1585,1951,C,4,351,1.146,1.6966,0.7426,0.3922,0.1268,NA,NA,4.1042
1452,1954,C,4,307,1.1428,1.3179,1.0459,0.3031,0.3909,NA,NA,4.2006
1455,1954,C,4,361,1.1005,1.4203,0.8688,0.4783,0.4882,NA,NA,4.3561
1462,1954,C,4,335,1.035,1.3376,1.0764,0.5,0.2772,NA,NA,4.2262
1465,1954,C,4,348,0.9635,1.1597,0.8918,0.8323,0.5925,NA,NA,4.4398
1466,1954,C,4,325,0.8021,1.1009,1.1536,0.6883,0.1742,NA,NA,3.9191
1472,1954,C,4,320,1.2037,1.1299,0.8725,0.9131,0.2332,NA,NA,4.3524
1428,1955,C,4,305,0.7795,0.6344,0.6423,0.973,0.4729,NA,NA,3.5021
1429,1955,C,4,333,1.0433,1.0559,0.6699,0.9093,0.2881,NA,NA,3.9665
1442,1955,C,4,335,0.97,1.0083,0.8551,0.6676,0.2906,NA,NA,3.7916
1448,1955,C,4,323,1.2361,0.5151,0.8228,1.1395,0.6596,NA,NA,4.3731
1449,1955,C,4,325,1.0475,1.2729,0.7853,0.5873,0.4701,NA,NA,4.1631
1382,1956,C,4,361,1.2611,0.8791,0.6425,1.0661,0.3997,NA,NA,4.2485
1384,1956,C,4,386,1.1031,1.4598,1.098,0.9318,0.4926,NA,NA,5.0853
1385,1956,C,4,376,0.9758,1.0307,0.8485,0.7613,0.5752,NA,NA,4.1915
1386,1956,C,4,366,1.1369,1.1284,0.8602,0.6208,0.565,NA,NA,4.3113
1390,1956,C,4,330,1.0186,1.5321,0.8775,0.6566,0.4315,NA,NA,4.5163
1391,1956,C,4,338,1.0286,1.4069,0.9162,0.7666,0.3541,NA,NA,4.4724
1393,1956,C,4,351,1.266,1.0308,0.4764,0.8936,0.5137,NA,NA,4.1805
1394,1956,C,4,351,1.5069,0.6498,1.0001,1.1204,0.6584,NA,NA,4.9356
1395,1956,C,4,353,1.1899,0.8434,0.9007,0.7865,0.7306,NA,NA,4.4511
1400,1956,C,4,333,1.0201,1.2441,1.0713,0.8484,0.4898,NA,NA,4.6737
1402,1956,C,4,343,1.0267,0.8905,1.1318,1.0637,0.6313,NA,NA,4.744
1403,1956,C,4,335,1.0016,1.0585,0.7447,0.673,0.349,NA,NA,3.8268
1404,1956,C,4,345,1.1971,0.9185,1.3044,1.0031,0.3061,NA,NA,4.7292
1405,1956,C,4,348,1.372,0.7364,1.1135,0.9388,0.4877,NA,NA,4.6484
1410,1956,C,4,340,1.1434,0.7692,1.3154,0.8152,0.3256,NA,NA,4.3688
1353,1957,C,4,335,0.6954,0.468,0.4827,0.7633,0.233,NA,NA,2.6424
1368,1957,C,4,335,0.6519,0.6716,0.817,0.4095,0.3002,NA,NA,2.8502
1369,1957,C,4,358,0.6569,0.7802,0.5589,0.254,0.1299,NA,NA,2.3799
1326,1958,C,4,338,1.2171,1.3295,0.8462,0.6858,0.0105,NA,NA,4.0891
1327,1958,C,4,338,1.2715,1.254,0.4557,0.6916,0.0081,NA,NA,3.6809
1334,1958,C,4,328,1.273,1.3702,1.0949,0.6919,0.0122,NA,NA,4.4422
1280,1959,C,4,295,1.1172,0.8861,1.0034,0.4789,0.0954,NA,NA,3.581
1286,1959,C,4,315,0.9573,1.2723,0.8254,0.4932,0.1846,NA,NA,3.7328
1288,1959,C,4,300,1.0489,1.127,1.1468,0.2413,0.0173,NA,NA,3.5813
1290,1959,C,4,335,1.2409,1.0965,0.9902,0.3747,0.032,NA,NA,3.7343
1296,1959,C,4,325,0.6425,1.0133,0.8317,0.6234,0.0314,NA,NA,3.1423
1297,1959,C,4,338,1.2702,1.3124,0.7781,0.7694,0.0899,NA,NA,4.22
1299,1959,C,4,312,1.301,1.0684,1.1287,0.348,0.0896,NA,NA,3.9357
1300,1959,C,4,328,1.3049,1.121,1.1424,0.4332,0.1118,NA,NA,4.1133
1301,1959,C,4,345,1.0316,1.0846,1.222,0.8514,0.0622,NA,NA,4.2518
1302,1959,C,4,343,0.9436,1.2993,1.0728,0.5816,0.0854,NA,NA,3.9827
1304,1959,C,4,358,1.0711,1.2278,1.2718,0.937,0.0304,NA,NA,4.5381
1305,1959,C,4,353,1.1007,1.472,1.0162,0.7971,0.059,NA,NA,4.445
1306,1959,C,4,307,1.1556,0.8591,1.0663,0.2292,0.0339,NA,NA,3.3441
1307,1959,C,4,300,1.5136,1.0417,1.0001,0.1963,0.012,NA,NA,3.7637
1310,1959,C,4,297,1.2444,0.9437,0.9249,0.3329,0.0755,NA,NA,3.5214
1208,1960,C,4,330,0.8693,0.8108,1.1045,0.3257,0.3216,NA,NA,3.4319
1220,1960,C,4,351,1.0175,1.2616,0.7576,0.4694,0.4192,NA,NA,3.9253
1225,1960,C,4,366,0.9722,1.5373,0.912,0.8015,0.2274,NA,NA,4.4504
1231,1960,C,4,292,0.6985,1.0866,0.7117,0.478,0.6017,NA,NA,3.5765
1234,1960,C,4,348,1.0588,1.2408,0.927,0.562,0.3095,NA,NA,4.0981
1237,1960,C,4,318,1.2006,1.1912,0.5424,0.2138,0.5287,NA,NA,3.6767
1238,1960,C,4,325,0.9973,1.5078,0.6351,0.4975,0.5214,NA,NA,4.1591
1176,1961,C,4,335,0.6551,0.6517,1.1383,0.8788,0.5539,NA,NA,3.8778
1178,1961,C,4,305,0.8167,1.0173,0.4087,1.1488,0.3997,NA,NA,3.7912
1183,1961,C,4,373,0.777,0.5558,1.1218,1.2383,0.5146,NA,NA,4.2075
1194,1961,C,4,315,0.7212,0.7347,1.3466,0.6183,0.5177,NA,NA,3.9385
1197,1961,C,4,378,1.0617,0.5705,1.0731,0.8898,0.4358,NA,NA,4.0309
1145,1962,C,4,381,1.1149,1.1296,0.998,0.8831,0.1317,NA,NA,4.2573
1109,1963,C,4,353,1.2401,1.4006,1.1232,0.5268,0.0417,NA,NA,4.3324
1114,1963,C,4,330,1.3846,1.5794,0.644,0.1933,0.011,NA,NA,3.8123
1118,1963,C,4,351,1.4459,1.5259,0.7375,0.4125,0.0299,NA,NA,4.1517
1130,1963,C,4,340,0.887,1.7762,1.1015,0.2368,0.078,NA,NA,4.0795
1131,1963,C,4,330,1.6476,1.5597,0.8205,0.1896,0.0731,NA,NA,4.2905
1066,1964,C,4,391,1.1213,1.9413,1.0298,0.4467,0.5116,NA,NA,5.0507
1067,1964,C,4,378,1.061,1.445,0.6693,0.519,0.4955,NA,NA,4.1898
1068,1964,C,4,368,1.3847,1.7053,0.96,0.3443,0.607,NA,NA,5.0013
1074,1964,C,4,328,1.2697,1.2831,0.8743,0.221,0.3303,NA,NA,3.9784
1076,1964,C,4,386,1.1666,1.2548,0.835,0.3907,0.5385,NA,NA,4.1856
1077,1964,C,4,417,1.5673,1.5814,0.9011,0.4444,0.5249,NA,NA,5.0191
1080,1964,C,4,363,1.3246,1.0074,0.9348,0.5491,0.5619,NA,NA,4.3778
1082,1964,C,4,356,1.2354,1.6613,0.9355,0.7277,0.5095,NA,NA,5.0694
1083,1964,C,4,406,1.5872,1.3806,0.9742,0.7384,0.5446,NA,NA,5.225
1084,1964,C,4,366,0.9829,1.6124,0.8553,0.4455,0.4331,NA,NA,4.3292
1095,1964,C,4,391,1.5145,1.6022,0.7493,0.2599,0.4557,NA,NA,4.5816
1097,1964,C,4,366,1.4869,1.6147,0.7435,0.2761,0.4636,NA,NA,4.5848
1098,1964,C,4,338,1.1335,1.5625,1.1158,0.4904,0.4375,NA,NA,4.7397
1099,1964,C,4,315,1.7781,1.0914,0.2242,0.6332,0.7634,NA,NA,4.4903
1033,1965,C,4,292,1.0265,0.5275,0.4293,1.0599,0.1392,NA,NA,3.1824
1034,1965,C,4,343,1.4383,0.9618,0.443,0.9183,0.1653,NA,NA,3.9267
1036,1965,C,4,363,1.216,0.8537,0.8384,0.9136,0.0885,NA,NA,3.9102
1039,1965,C,4,302,1.1455,0.5424,0.59,1.0925,0.0176,NA,NA,3.388
1040,1965,C,4,330,0.9153,1.143,0.5856,1.2694,0.1245,NA,NA,4.0378
1048,1965,C,4,381,1.7216,1.0102,0.5952,1.1587,0.2095,NA,NA,4.6952
1052,1965,C,4,340,1.5482,0.8208,0.4549,1.1497,0.2144,NA,NA,4.188
1053,1965,C,4,287,0.6544,0.5436,0.7036,0.9333,0.2458,NA,NA,3.0807
1058,1965,C,4,378,1.5271,0.9712,0.8297,1.2577,0.2879,NA,NA,4.8736
1059,1965,C,4,356,1.1391,1.3007,1.0499,1.0683,0.0665,NA,NA,4.6245
1062,1965,C,4,315,1.3774,0.5125,0.8369,0.6307,0.0458,NA,NA,3.4033
1063,1965,C,4,320,1.3945,0.8066,0.464,1.0702,0.11,NA,NA,3.8453
1064,1965,C,4,348,1.5615,1.0307,0.447,1.3315,0.1603,NA,NA,4.531
1065,1965,C,4,330,1.0276,1.127,0.3581,1.3754,0.2903,NA,NA,4.1784
1017,1966,C,4,312,0.9383,0.6764,1.2983,0.3659,0.3743,NA,NA,3.6532
1021,1966,C,4,300,0.9806,0.5524,1.0369,0.6186,0.3284,NA,NA,3.5169
1023,1966,C,4,320,1.4392,0.9401,0.6646,0.5092,0.4597,NA,NA,4.0128
1027,1966,C,4,310,1.1413,0.4451,0.9548,0.582,0.2562,NA,NA,3.3794
1028,1966,C,4,320,0.894,1.0977,1.2396,0.3956,0.4289,NA,NA,4.0558
1029,1966,C,4,320,1.0956,1.0419,0.7411,0.6363,0.102,NA,NA,3.6169
1243,1967,C,4,371,0.7194,1.4872,0.6051,1.2113,0.3381,NA,NA,4.3611
1248,1967,C,4,363,1.2197,1.2564,0.5972,1.2444,0.3041,NA,NA,4.6218
1249,1967,C,4,371,0.9186,1.2081,0.6508,1.048,0.3398,NA,NA,4.1653
1252,1967,C,4,333,0.7858,1.0859,0.6743,1.2505,0.4794,NA,NA,4.2759
1253,1967,C,4,376,0.8852,1.5576,0.9888,1.3463,0.4133,NA,NA,5.1912
1255,1967,C,4,378,1.1346,1.5299,0.563,1.2888,0.5219,NA,NA,5.0382
1264,1967,C,4,345,1.0355,1.2029,0.558,1.0805,0.3371,NA,NA,4.214
1266,1967,C,4,330,1.0305,1.0234,0.3235,1.2797,0.4493,NA,NA,4.1064
1267,1967,C,4,345,0.734,1.0134,0.6346,1.2115,0.3466,NA,NA,3.9401
1274,1967,C,4,325,0.9472,1.2444,0.7427,0.9478,0.2371,NA,NA,4.1192
961,1968,C,4,343,0.6739,1.0316,1.3733,0.6572,0.0716,NA,NA,3.8076
962,1968,C,4,343,1.1601,0.6655,1.562,0.488,0.0709,NA,NA,3.9465
968,1968,C,4,338,0.7787,0.4169,1.962,0.6883,0.0813,NA,NA,3.9272
969,1968,C,4,335,0.9662,1.0462,1.44,0.5115,0.1462,NA,NA,4.1101
971,1968,C,4,335,0.8647,0.9987,1.4968,0.8313,0.0591,NA,NA,4.2506
973,1968,C,4,333,0.8679,0.8737,1.5526,0.7048,0.0672,NA,NA,4.0662
974,1968,C,4,333,0.9858,0.3343,1.8123,0.6593,0.0915,NA,NA,3.8832
948,1969,C,4,345,0.7236,1.0997,0.5435,0.2537,0.1254,NA,NA,2.7459
950,1969,C,4,315,0.6056,1.2189,0.3435,0.2156,0.1654,NA,NA,2.549
957,1969,C,4,340,0.9884,1.7784,0.8965,0.3296,0.2486,NA,NA,4.2415
958,1969,C,4,328,0.7895,1.7422,0.7624,0.7916,0.2034,NA,NA,4.2891
960,1969,C,4,328,1.4571,1.3722,0.2934,0.4605,0.4441,NA,NA,4.0273
896,1971,E,4,343,1.0152,0.7387,0.9235,0.7083,0.0092,NA,NA,3.3949
897,1971,E,4,356,0.8394,0.5877,0.9835,0.7934,0.0081,NA,NA,3.2121
898,1971,E,4,325,0.523,0.6663,1.0796,0.8041,0.0032,NA,NA,3.0762
901,1971,E,4,325,0.6113,0.6455,1.1849,0.6194,0.0094,NA,NA,3.0705
916,1971,E,4,325,0.4451,0.6615,0.7838,0.6876,0.0144,NA,NA,2.5924
918,1971,E,4,361,0.8783,0.9236,1.1055,1.0618,0.0107,NA,NA,3.9799
856,1972,E,4,340,0.52,1.158,1.26,0.4677,0.0585,NA,NA,3.4642
858,1972,E,4,335,0.6788,1.16,1.1608,0.3795,0.0093,NA,NA,3.3884
859,1972,E,4,351,0.3983,1.328,1.2242,0.2926,0.008,NA,NA,3.2511
862,1972,E,4,376,0.6661,1.5453,1.3947,0.5475,0.0031,NA,NA,4.1567
868,1972,E,4,356,0.6059,1.1355,1.3483,0.4791,0.0137,NA,NA,3.5825
871,1972,E,4,356,1.2618,1.1402,1.3929,0.4107,0.0734,NA,NA,4.279
873,1972,E,4,368,0.7049,1.7452,1.5506,0.6156,0.046,NA,NA,4.6623
876,1972,E,4,302,0.4915,1.2908,1.1209,0.4336,0.0081,NA,NA,3.3449
877,1972,E,4,312,0.4795,1.1657,0.8889,0.4782,0.0132,NA,NA,3.0255
882,1972,E,4,391,0.6745,1.4997,1.1034,0.3889,0.0919,NA,NA,3.7584
883,1972,E,4,394,0.6522,1.3418,1.3227,0.568,0.0056,NA,NA,3.8903
885,1972,E,4,396,0.4605,1.5376,1.2262,0.4733,0.0085,NA,NA,3.7061
886,1972,E,4,358,0.4482,1.6505,1.1453,0.5102,0.0181,NA,NA,3.7723
823,1973,E,4,315,0.9654,1.8733,0.5578,0.0813,0.0056,NA,NA,3.4834
824,1973,E,4,267,1.7386,1.0174,0.321,0.1119,0.0056,NA,NA,3.1945
826,1973,E,4,246,1.7862,0.563,0.2794,0.1332,0.0094,NA,NA,2.7712
828,1973,E,4,234,0.9998,0.6031,0.3473,0.4016,0.0045,NA,NA,2.3563
829,1973,E,4,262,1.5428,0.6574,0.4049,0.2426,0.0056,NA,NA,2.8533
835,1973,E,4,315,0.936,1.2402,0.2677,0.174,0.067,NA,NA,2.6849
845,1973,E,4,330,1.1354,1.499,0.5051,0.095,0.0081,NA,NA,3.2426
849,1973,E,4,366,0.9847,1.6109,0.7531,0.1496,0.0073,NA,NA,3.5056
819,1975,E,4,277,1.1719,0.7388,0.1673,0.7553,0.0059,NA,NA,2.8392
820,1975,E,4,267,1.1048,0.6426,0.2536,0.5306,0.0212,NA,NA,2.5528
612,1983,E,4,330,1.1045,0.8733,0.6611,0.7616,0.6456,NA,NA,4.0461
614,1983,E,4,342,1.2594,0.7268,0.8099,0.7349,0.5418,NA,NA,4.0728
617,1983,E,4,352,0.9528,1.2449,1.0677,0.4935,0.4547,NA,NA,4.2136
619,1983,E,4,357,0.6833,1.1666,0.8999,0.6828,0.3019,NA,NA,3.7345
620,1983,E,4,362,0.6881,1.183,1.0996,0.6426,0.4148,NA,NA,4.0281
621,1983,E,4,366,0.7897,1.0089,0.9872,0.6171,0.3853,NA,NA,3.7882
622,1983,E,4,372,1.2694,0.7196,0.6939,0.5283,0.6034,NA,NA,3.8146
623,1983,E,4,375,0.9935,1.3336,0.4372,0.4239,0.461,NA,NA,3.6492
624,1983,E,4,381,1.0803,1.0553,0.8404,0.6314,0.6497,NA,NA,4.2571
625,1983,E,4,385,1.0406,1.0179,0.8007,0.5462,0.5815,NA,NA,3.9869
626,1983,E,4,388,0.6097,1.3537,1.318,0.9757,0.8523,NA,NA,5.1094
627,1983,E,4,396,1.0326,0.9831,0.8205,0.6897,0.6957,NA,NA,4.2216
628,1983,E,4,405,0.7628,1.1334,1.0845,0.7844,0.8017,NA,NA,4.5668
633,1983,E,4,373,1.4328,1.7957,0.8627,0.2824,0.4933,NA,NA,4.8669
635,1983,E,4,367,0.9078,1.1097,0.8841,0.5194,0.4355,NA,NA,3.8565
638,1983,E,4,354,1.0252,0.826,0.8043,0.3847,0.6423,NA,NA,3.6825
639,1983,E,4,352,0.7039,0.7876,0.7562,0.6934,0.7825,NA,NA,3.7236
640,1983,E,4,350,0.7567,1.1297,0.9484,0.7859,0.4515,NA,NA,4.0722
641,1983,E,4,350,0.9495,0.7527,0.9018,0.655,0.5692,NA,NA,3.8282
642,1983,E,4,345,0.6505,1.2003,0.8483,0.6594,0.4562,NA,NA,3.8147
643,1983,E,4,335,0.9743,0.8183,0.6981,0.5529,0.5718,NA,NA,3.6154
644,1983,E,4,330,1.0144,0.9513,0.7707,0.4727,0.278,NA,NA,3.4871
543,1986,E,4,427,0.9596,1.6303,0.8546,0.5697,0.6791,NA,NA,4.6933
544,1986,E,4,429,0.9633,1.2095,1.0504,0.569,0.6269,NA,NA,4.4191
564,1986,E,4,409,0.7388,0.4794,1.7576,0.8172,0.8125,NA,NA,4.6055
570,1986,E,4,472,0.9196,1.6188,0.9942,0.4765,0.5112,NA,NA,4.5203
575,1986,E,4,419,1.1424,1.9235,1.1144,0.5624,0.4633,NA,NA,5.206
418,1988,C,4,416,1.1837,1.6743,1.3172,0.8411,0.5832,NA,NA,5.5995
420,1988,C,4,388,1.3522,1.5654,1.1953,0.9094,0.0114,NA,NA,5.0337
421,1988,C,4,415,1.4448,1.7956,1.2175,0.8002,0.4185,NA,NA,5.6766
422,1988,C,4,360,1.0091,1.2409,0.7259,1.0065,0.0342,NA,NA,4.0166
423,1988,C,4,394,1.0348,1.5044,1.2722,1.122,0.4657,NA,NA,5.3991
424,1988,C,4,317,1.2558,1.5005,1.0995,0.691,0.0056,NA,NA,4.5524
425,1988,C,4,410,1.6986,1.4758,1.2176,0.7825,0.4993,NA,NA,5.6738
431,1988,C,4,379,1.2296,1.3633,1.3476,1.0635,0.3988,NA,NA,5.4028
435,1988,C,4,470,1.0995,1.6807,1.3718,1.2707,0.8941,NA,NA,6.3168
439,1988,E,4,359,1.0296,1.3685,1.3504,0.8357,0.4813,NA,NA,5.0655
443,1988,E,4,380,1.1665,1.6398,1.3542,0.7145,0.4863,NA,NA,5.3613
451,1988,E,4,400,1.0772,1.3702,1.1656,1.0403,0.7755,NA,NA,5.4288
452,1988,E,4,445,1.0839,1.4365,1.229,1.2315,0.9974,NA,NA,5.9783
459,1988,E,4,347,1.2356,1.2463,0.9849,0.8439,0.551,NA,NA,4.8617
467,1988,E,4,353,1.1744,1.2435,1.0992,0.6759,0.428,NA,NA,4.621
302,1989,C,4,422,1.1126,1.6094,1.1836,1.0447,0.4733,NA,NA,5.4236
303,1989,C,4,418,1.3186,2.1559,1.3415,1.132,0.5894,NA,NA,6.5374
304,1989,C,4,389,1.0898,1.5976,1.2023,1.1588,0.2673,NA,NA,5.3158
305,1989,C,4,340,0.4892,1.1678,1.4888,1.1085,0.2079,NA,NA,4.4622
306,1989,C,4,415,1.0505,1.6994,1.0276,1.0257,0.2949,NA,NA,5.0981
307,1989,C,4,385,1.0105,1.8288,1.3167,1.0056,0.2221,NA,NA,5.3837
308,1989,C,4,395,1.0966,1.6432,1.2731,0.9528,0.0162,NA,NA,4.9819
309,1989,C,4,370,1.0457,1.4056,1.2278,0.895,0.033,NA,NA,4.6071
310,1989,C,4,410,0.8049,1.5698,1.4593,1.2925,0.1282,NA,NA,5.2547
311,1989,C,4,390,0.4731,1.483,1.461,1.0099,0.4867,NA,NA,4.9137
312,1989,C,4,351,0.9467,1.6201,1.0214,0.5599,0.042,NA,NA,4.1901
313,1989,C,4,320,0.5996,1.2849,1.6523,0.9102,0.2174,NA,NA,4.6644
314,1989,C,4,360,0.5089,1.4859,1.6441,1.0782,0.028,NA,NA,4.7451
315,1989,C,4,372,0.5149,1.4266,1.5664,1.2936,0.0218,NA,NA,4.8233
316,1989,C,4,374,1.1363,1.4453,0.9877,0.9212,0.0254,NA,NA,4.5159
317,1989,C,4,418,0.9292,1.4396,1.1721,1.035,0.3607,NA,NA,4.9366
318,1989,C,4,354,0.4593,1.3854,1.3653,0.7296,0.324,NA,NA,4.2636
320,1989,C,4,405,1.2314,1.7995,1.3807,1.2339,0.005,NA,NA,5.6505
321,1989,C,4,340,0.5148,1.5718,1.0393,0.9737,0.1257,NA,NA,4.2253
322,1989,C,4,407,0.9124,1.3444,1.278,1.1581,0.3007,NA,NA,4.9936
323,1989,C,4,342,0.665,1.3123,1.4034,0.94,0.1246,NA,NA,4.4453
324,1989,C,4,362,0.5436,1.1941,1.4644,1.0525,0.2126,NA,NA,4.4672
325,1989,C,4,362,0.5687,1.2949,1.4471,1.0966,0.2446,NA,NA,4.6519
326,1989,C,4,374,1.1196,1.5226,1.1197,0.7694,0.005,NA,NA,4.5363
327,1989,C,4,422,1.1585,1.8859,1.1905,0.9863,0.4794,NA,NA,5.7006
329,1989,C,4,385,1.2616,1.5736,1.2916,0.8237,0.0591,NA,NA,5.0096
330,1989,C,4,401,1.1357,1.9353,1.4231,1.1354,0.1146,NA,NA,5.7441
331,1989,C,4,425,1.099,1.6025,1.1065,0.9111,0.4284,NA,NA,5.1475
332,1989,C,4,324,0.5652,1.2829,1.5499,1.0844,0.0777,NA,NA,4.5601
333,1989,C,4,345,0.4792,1.3152,1.6772,1.0309,0.29,NA,NA,4.7925
334,1989,C,4,342,0.4822,1.5939,1.5731,0.9372,0.0748,NA,NA,4.6612
335,1989,C,4,358,1.1841,1.4392,0.9701,0.7075,0.2222,NA,NA,4.5231
337,1989,C,4,440,0.7613,1.3893,1.7772,1.0588,0.6592,NA,NA,5.6458
338,1989,C,4,432,0.4621,1.2735,1.7769,1.3307,0.8468,NA,NA,5.69
339,1989,C,4,389,0.5251,1.591,1.679,0.9428,0.1257,NA,NA,4.8636
340,1989,C,4,412,0.6627,1.8993,1.8619,1.4871,0.3439,NA,NA,6.2549
341,1989,C,4,375,1.5413,1.4985,1.0441,0.6969,0.3323,NA,NA,5.1131
343,1989,C,4,375,0.5357,1.4842,1.5318,1.1072,0.0152,NA,NA,4.6741
344,1989,C,4,377,0.7568,1.406,1.1507,0.9034,0.1739,NA,NA,4.3908
345,1989,C,4,416,1.2078,1.4386,1.3278,1.0385,0.448,NA,NA,5.4607
346,1989,C,4,366,0.8895,1.6014,1.4057,1.019,0.013,NA,NA,4.9286
347,1989,C,4,317,0.4319,1.0333,1.438,1.1934,0.1774,NA,NA,4.274
348,1989,C,4,423,1.0681,1.4276,0.9462,0.9239,0.335,NA,NA,4.7008
349,1989,C,4,402,1.0154,1.5702,1.2571,0.9011,0.4604,NA,NA,5.2042
350,1989,C,4,438,1.2675,1.5296,1.2501,0.9421,0.5382,NA,NA,5.5275
351,1989,E,4,437,1.0641,1.5471,1.1304,1.1161,0.742,NA,NA,5.5997
352,1989,E,4,411,0.7259,1.6576,1.6044,1.0596,0.5767,NA,NA,5.6242
353,1989,E,4,372,0.7075,1.3834,1.4315,0.8195,0.5236,NA,NA,4.8655
354,1989,E,4,390,0.5294,1.5207,1.6031,0.9334,0.5794,NA,NA,5.166
355,1989,E,4,343,0.7799,1.5106,1.2894,0.8391,0.4231,NA,NA,4.8421
356,1989,E,4,409,0.9756,1.4672,1.0307,0.6959,0.5547,NA,NA,4.7241
357,1989,E,4,437,1.1507,1.604,1.3211,0.9826,0.794,NA,NA,5.8524
358,1989,E,4,392,0.6633,1.248,1.2645,0.8483,0.4661,NA,NA,4.4902
359,1989,E,4,332,0.7601,1.3998,1.1189,0.678,0.5941,NA,NA,4.5509
360,1989,E,4,397,0.5536,1.2303,1.5513,0.9868,0.6759,NA,NA,4.9979
