site,sitenum,day,month,year,sl,age,age2
Orb,2,26,7,2007,14.36,0,0.150684932
Orb,2,26,7,2007,14.38,0,0.150684932
Orb,2,26,7,2007,14.38,0,0.150684932
Orb,2,26,7,2007,14.4,0,0.150684932
Orb,2,26,7,2007,14.65,0,0.150684932
Orb,2,26,7,2007,14.76,0,0.150684932
Orb,2,26,7,2007,14.79,0,0.150684932
Orb,2,26,7,2007,15.03,0,0.150684932
Orb,2,26,7,2007,15.08,0,0.150684932
Orb,2,26,7,2007,15.1,0,0.150684932
Orb,2,26,7,2007,15.31,0,0.150684932
Orb,2,26,7,2007,15.37,0,0.150684932
Orb,2,26,7,2007,15.41,0,0.150684932
Orb,2,26,7,2007,15.52,0,0.150684932
Orb,2,26,7,2007,15.8,0,0.150684932
Orb,2,26,7,2007,15.84,0,0.150684932
Orb,2,26,7,2007,15.92,0,0.150684932
Orb,2,26,7,2007,16.03,0,0.150684932
Orb,2,26,7,2007,16.05,0,0.150684932
Orb,2,26,7,2007,16.34,0,0.150684932
Orb,2,26,7,2007,16.54,0,0.150684932
Orb,2,26,7,2007,16.66,0,0.150684932
Orb,2,26,7,2007,16.73,0,0.150684932
Orb,2,26,7,2007,16.75,0,0.150684932
Orb,2,26,7,2007,17.01,0,0.150684932
Orb,2,26,7,2007,17.16,0,0.150684932
Orb,2,26,7,2007,17.21,0,0.150684932
Orb,2,26,7,2007,17.22,0,0.150684932
Orb,2,26,7,2007,17.32,0,0.150684932
Orb,2,26,7,2007,17.39,0,0.150684932
Orb,2,26,7,2007,18.13,0,0.150684932
Orb,2,26,7,2007,18.7,0,0.150684932
Orb,2,26,7,2007,18.73,0,0.150684932
Orb,2,26,7,2007,19.3,0,0.150684932
Orb,2,26,7,2007,19.61,0,0.150684932
Orb,2,26,7,2007,20.05,0,0.150684932
Orb,2,26,7,2007,21.43,0,0.150684932
Orb,2,26,7,2007,23.71,0,0.150684932
Orb,2,26,7,2007,7.87,0,0.150684932
Orb,2,26,7,2007,9.27,0,0.150684932
Orb,2,26,7,2007,9.31,0,0.150684932
Orb,2,26,7,2007,9.64,0,0.150684932
Orb,2,26,7,2007,10.15,0,0.150684932
Orb,2,26,7,2007,10.42,0,0.150684932
Orb,2,26,7,2007,10.48,0,0.150684932
Orb,2,26,7,2007,10.55,0,0.150684932
Orb,2,26,7,2007,10.65,0,0.150684932
Orb,2,26,7,2007,10.66,0,0.150684932
Orb,2,26,7,2007,10.69,0,0.150684932
Orb,2,26,7,2007,10.93,0,0.150684932
Orb,2,26,7,2007,11.02,0,0.150684932
Orb,2,26,7,2007,11.04,0,0.150684932
Orb,2,26,7,2007,11.14,0,0.150684932
Orb,2,26,7,2007,11.27,0,0.150684932
Orb,2,26,7,2007,11.56,0,0.150684932
Orb,2,26,7,2007,11.58,0,0.150684932
Orb,2,26,7,2007,11.61,0,0.150684932
Orb,2,26,7,2007,11.66,0,0.150684932
Orb,2,3,9,2007,12.15,0,0.090410959
Orb,2,3,9,2007,12.24,0,0.090410959
Orb,2,3,9,2007,12.31,0,0.090410959
Orb,2,3,9,2007,12.51,0,0.090410959
Orb,2,3,9,2007,12.83,0,0.090410959
Orb,2,3,9,2007,14.23,0,0.090410959
Orb,2,3,9,2007,14.47,0,0.090410959
Orb,2,3,9,2007,14.76,0,0.090410959
Orb,2,3,9,2007,14.87,0,0.090410959
Orb,2,3,9,2007,14.92,0,0.090410959
Orb,2,3,9,2007,15.2,0,0.090410959
Orb,2,3,9,2007,15.42,0,0.090410959
Orb,2,3,9,2007,15.91,0,0.090410959
Orb,2,3,9,2007,15.92,0,0.090410959
Orb,2,3,9,2007,16,0,0.090410959
Orb,2,3,9,2007,16.02,0,0.090410959
Orb,2,3,9,2007,16.1,0,0.090410959
Orb,2,3,9,2007,16.2,0,0.090410959
Orb,2,3,9,2007,16.22,0,0.090410959
Orb,2,3,9,2007,16.4,0,0.090410959
Orb,2,3,9,2007,16.55,0,0.090410959
Orb,2,3,9,2007,16.59,0,0.090410959
Orb,2,3,9,2007,17.56,0,0.090410959
Orb,2,3,9,2007,17.71,0,0.090410959
Orb,2,3,9,2007,17.84,0,0.090410959
Orb,2,3,9,2007,18.18,0,0.090410959
Orb,2,3,9,2007,18.25,0,0.090410959
Orb,2,3,9,2007,18.48,0,0.090410959
Orb,2,3,9,2007,18.87,0,0.090410959
Orb,2,3,9,2007,18.87,0,0.090410959
Orb,2,3,9,2007,18.93,0,0.090410959
Orb,2,3,9,2007,19.09,0,0.090410959
Orb,2,3,9,2007,19.09,0,0.090410959
Orb,2,3,9,2007,19.11,0,0.090410959
Orb,2,3,9,2007,19.32,0,0.090410959
Orb,2,3,9,2007,19.46,0,0.090410959
Orb,2,3,9,2007,19.58,0,0.090410959
Orb,2,3,9,2007,19.88,0,0.090410959
Orb,2,3,9,2007,19.93,0,0.090410959
Orb,2,3,9,2007,19.96,0,0.090410959
Orb,2,3,9,2007,20.12,0,0.090410959
Orb,2,3,9,2007,20.17,0,0.090410959
Orb,2,3,9,2007,20.3,0,0.090410959
Orb,2,3,9,2007,20.34,0,0.090410959
Orb,2,3,9,2007,20.59,0,0.090410959
Orb,2,3,9,2007,21.1,0,0.090410959
Orb,2,3,9,2007,21.17,0,0.090410959
Orb,2,3,9,2007,21.37,0,0.090410959
Orb,2,3,9,2007,21.39,0,0.090410959
Orb,2,3,9,2007,21.41,0,0.090410959
Orb,2,3,9,2007,21.48,0,0.090410959
Orb,2,3,9,2007,21.51,0,0.090410959
Orb,2,3,9,2007,21.72,0,0.090410959
Orb,2,3,9,2007,21.95,0,0.090410959
Orb,2,3,9,2007,22,0,0.090410959
Orb,2,3,9,2007,22.16,0,0.090410959
Orb,2,3,9,2007,22.41,0,0.090410959
Orb,2,3,9,2007,22.74,0,0.090410959
Orb,2,3,9,2007,23.37,0,0.090410959
Orb,2,3,9,2007,23.54,0,0.090410959
Orb,2,3,9,2007,23.87,0,0.090410959
Orb,2,3,9,2007,24.77,0,0.090410959
Orb,2,3,9,2007,25.82,0,0.090410959
Orb,2,3,9,2007,25.86,0,0.090410959
Orb,2,3,9,2007,7.05,0,0.090410959
Orb,2,3,9,2007,8.4,0,0.090410959
Orb,2,3,9,2007,8.64,0,0.090410959
Orb,2,3,9,2007,9.5,0,0.090410959
Orb,2,3,9,2007,9.78,0,0.090410959
Orb,2,3,9,2007,10.39,0,0.090410959
Orb,2,3,9,2007,10.54,0,0.090410959
Orb,2,3,9,2007,10.64,0,0.090410959
Orb,2,3,9,2007,10.84,0,0.090410959
Orb,2,3,9,2007,10.89,0,0.090410959
Orb,2,3,9,2007,11.05,0,0.090410959
Orb,2,3,9,2007,11.33,0,0.090410959
Orb,2,3,9,2007,11.41,0,0.090410959
Orb,2,3,9,2007,11.52,0,0.090410959
Orb,2,24,9,2007,12.36,0,0.147945205
Orb,2,24,9,2007,12.36,0,0.147945205
Orb,2,24,9,2007,12.38,0,0.147945205
Orb,2,24,9,2007,12.83,0,0.147945205
Orb,2,24,9,2007,12.86,0,0.147945205
Orb,2,24,9,2007,12.96,0,0.147945205
Orb,2,24,9,2007,13,0,0.147945205
Orb,2,24,9,2007,13.01,0,0.147945205
Orb,2,24,9,2007,13.08,0,0.147945205
Orb,2,24,9,2007,13.08,0,0.147945205
Orb,2,24,9,2007,13.31,0,0.147945205
Orb,2,24,9,2007,13.4,0,0.147945205
Orb,2,24,9,2007,13.64,0,0.147945205
Orb,2,24,9,2007,13.73,0,0.147945205
Orb,2,24,9,2007,13.78,0,0.147945205
Orb,2,24,9,2007,13.84,0,0.147945205
Orb,2,24,9,2007,13.85,0,0.147945205
Orb,2,24,9,2007,13.93,0,0.147945205
Orb,2,24,9,2007,13.99,0,0.147945205
Orb,2,24,9,2007,14.04,0,0.147945205
Orb,2,24,9,2007,14.05,0,0.147945205
Orb,2,24,9,2007,14.14,0,0.147945205
Orb,2,24,9,2007,14.15,0,0.147945205
Orb,2,24,9,2007,14.2,0,0.147945205
Orb,2,24,9,2007,14.3,0,0.147945205
Orb,2,24,9,2007,14.32,0,0.147945205
Orb,2,24,9,2007,14.34,0,0.147945205
Orb,2,24,9,2007,14.42,0,0.147945205
Orb,2,24,9,2007,14.44,0,0.147945205
Orb,2,24,9,2007,14.45,0,0.147945205
Orb,2,24,9,2007,14.48,0,0.147945205
Orb,2,24,9,2007,14.52,0,0.147945205
Orb,2,24,9,2007,14.57,0,0.147945205
Orb,2,24,9,2007,14.61,0,0.147945205
Orb,2,24,9,2007,14.75,0,0.147945205
Orb,2,24,9,2007,14.83,0,0.147945205
Orb,2,24,9,2007,14.84,0,0.147945205
Orb,2,24,9,2007,14.88,0,0.147945205
Orb,2,24,9,2007,15.01,0,0.147945205
Orb,2,24,9,2007,15.26,0,0.147945205
Orb,2,24,9,2007,15.27,0,0.147945205
Orb,2,24,9,2007,15.31,0,0.147945205
Orb,2,24,9,2007,15.37,0,0.147945205
Orb,2,24,9,2007,15.44,0,0.147945205
Orb,2,24,9,2007,15.48,0,0.147945205
Orb,2,24,9,2007,15.56,0,0.147945205
Orb,2,24,9,2007,15.57,0,0.147945205
Orb,2,24,9,2007,15.57,0,0.147945205
Orb,2,24,9,2007,15.61,0,0.147945205
Orb,2,24,9,2007,15.63,0,0.147945205
Orb,2,24,9,2007,15.64,0,0.147945205
Orb,2,24,9,2007,15.65,0,0.147945205
Orb,2,24,9,2007,15.66,0,0.147945205
Orb,2,24,9,2007,15.76,0,0.147945205
Orb,2,24,9,2007,15.84,0,0.147945205
Orb,2,24,9,2007,15.91,0,0.147945205
Orb,2,24,9,2007,15.92,0,0.147945205
Orb,2,24,9,2007,15.94,0,0.147945205
Orb,2,24,9,2007,16,0,0.147945205
Orb,2,24,9,2007,16.04,0,0.147945205
Orb,2,24,9,2007,16.13,0,0.147945205
Orb,2,24,9,2007,16.13,0,0.147945205
Orb,2,24,9,2007,16.15,0,0.147945205
Orb,2,24,9,2007,16.23,0,0.147945205
Orb,2,24,9,2007,16.23,0,0.147945205
Orb,2,24,9,2007,16.24,0,0.147945205
Orb,2,24,9,2007,16.25,0,0.147945205
Orb,2,24,9,2007,16.26,0,0.147945205
Orb,2,24,9,2007,16.27,0,0.147945205
Orb,2,24,9,2007,16.36,0,0.147945205
Orb,2,24,9,2007,16.36,0,0.147945205
Orb,2,24,9,2007,16.39,0,0.147945205
Orb,2,24,9,2007,16.48,0,0.147945205
Orb,2,24,9,2007,16.57,0,0.147945205
Orb,2,24,9,2007,16.6,0,0.147945205
Orb,2,24,9,2007,16.64,0,0.147945205
Orb,2,24,9,2007,16.67,0,0.147945205
Orb,2,24,9,2007,16.69,0,0.147945205
Orb,2,24,9,2007,16.74,0,0.147945205
Orb,2,24,9,2007,16.77,0,0.147945205
Orb,2,24,9,2007,16.83,0,0.147945205
Orb,2,24,9,2007,16.91,0,0.147945205
Orb,2,24,9,2007,16.91,0,0.147945205
Orb,2,24,9,2007,16.92,0,0.147945205
Orb,2,24,9,2007,16.96,0,0.147945205
Orb,2,24,9,2007,17,0,0.147945205
Orb,2,24,9,2007,17.03,0,0.147945205
Orb,2,24,9,2007,17.1,0,0.147945205
Orb,2,24,9,2007,17.27,0,0.147945205
Orb,2,24,9,2007,17.28,0,0.147945205
Orb,2,24,9,2007,17.38,0,0.147945205
Orb,2,24,9,2007,17.4,0,0.147945205
Orb,2,24,9,2007,17.41,0,0.147945205
Orb,2,24,9,2007,17.42,0,0.147945205
Orb,2,24,9,2007,17.55,0,0.147945205
Orb,2,24,9,2007,17.62,0,0.147945205
Orb,2,24,9,2007,17.66,0,0.147945205
Orb,2,24,9,2007,17.73,0,0.147945205
Orb,2,24,9,2007,17.73,0,0.147945205
Orb,2,24,9,2007,17.75,0,0.147945205
Orb,2,24,9,2007,17.88,0,0.147945205
Orb,2,24,9,2007,17.91,0,0.147945205
Orb,2,24,9,2007,18.09,0,0.147945205
Orb,2,24,9,2007,18.1,0,0.147945205
Orb,2,24,9,2007,18.14,0,0.147945205
Orb,2,24,9,2007,18.19,0,0.147945205
Orb,2,24,9,2007,18.19,0,0.147945205
Orb,2,24,9,2007,18.4,0,0.147945205
Orb,2,24,9,2007,18.64,0,0.147945205
Orb,2,24,9,2007,18.68,0,0.147945205
Orb,2,24,9,2007,18.88,0,0.147945205
Orb,2,24,9,2007,19.19,0,0.147945205
Orb,2,24,9,2007,19.4,0,0.147945205
Orb,2,24,9,2007,19.41,0,0.147945205
Orb,2,24,9,2007,19.42,0,0.147945205
Orb,2,24,9,2007,19.55,0,0.147945205
Orb,2,24,9,2007,19.74,0,0.147945205
Orb,2,24,9,2007,19.92,0,0.147945205
Orb,2,24,9,2007,20.02,0,0.147945205
Orb,2,24,9,2007,20.36,0,0.147945205
Orb,2,24,9,2007,20.53,0,0.147945205
Orb,2,24,9,2007,20.66,0,0.147945205
Orb,2,17,10,2007,12.76,0,0.210958904
Orb,2,17,10,2007,13.07,0,0.210958904
Orb,2,17,10,2007,13.49,0,0.210958904
Orb,2,17,10,2007,13.51,0,0.210958904
Orb,2,17,10,2007,13.94,0,0.210958904
Orb,2,17,10,2007,13.98,0,0.210958904
Orb,2,17,10,2007,14.49,0,0.210958904
Orb,2,17,10,2007,14.61,0,0.210958904
Orb,2,17,10,2007,14.61,0,0.210958904
Orb,2,17,10,2007,15.02,0,0.210958904
Orb,2,17,10,2007,15.06,0,0.210958904
Orb,2,17,10,2007,15.32,0,0.210958904
Orb,2,17,10,2007,15.58,0,0.210958904
Orb,2,17,10,2007,15.64,0,0.210958904
Orb,2,17,10,2007,15.64,0,0.210958904
Orb,2,17,10,2007,15.76,0,0.210958904
Orb,2,17,10,2007,15.86,0,0.210958904
Orb,2,17,10,2007,16.03,0,0.210958904
Orb,2,17,10,2007,16.05,0,0.210958904
Orb,2,17,10,2007,16.26,0,0.210958904
Orb,2,17,10,2007,16.53,0,0.210958904
Orb,2,17,10,2007,17.01,0,0.210958904
Orb,2,17,10,2007,17.23,0,0.210958904
Orb,2,17,10,2007,17.28,0,0.210958904
Orb,2,17,10,2007,17.31,0,0.210958904
Orb,2,17,10,2007,17.49,0,0.210958904
Orb,2,17,10,2007,17.56,0,0.210958904
Orb,2,17,10,2007,17.78,0,0.210958904
Orb,2,17,10,2007,18.09,0,0.210958904
Orb,2,17,10,2007,18.58,0,0.210958904
Orb,2,17,10,2007,18.87,0,0.210958904
Orb,2,17,10,2007,19.01,0,0.210958904
Orb,2,17,10,2007,19.53,0,0.210958904
Orb,2,17,10,2007,19.55,0,0.210958904
Orb,2,17,10,2007,19.61,0,0.210958904
Orb,2,17,10,2007,20.19,0,0.210958904
Orb,2,17,10,2007,20.36,0,0.210958904
Orb,2,17,10,2007,20.46,0,0.210958904
Orb,2,17,10,2007,20.99,0,0.210958904
Orb,2,17,10,2007,21.06,0,0.210958904
Orb,2,17,10,2007,21.15,0,0.210958904
Orb,2,17,10,2007,21.2,0,0.210958904
Orb,2,17,10,2007,21.34,0,0.210958904
Orb,2,17,10,2007,21.84,0,0.210958904
Orb,2,17,10,2007,21.9,0,0.210958904
Orb,2,17,10,2007,22.02,0,0.210958904
Orb,2,17,10,2007,22.1,0,0.210958904
Orb,2,17,10,2007,22.22,0,0.210958904
Orb,2,17,10,2007,22.28,0,0.210958904
Orb,2,17,10,2007,22.56,0,0.210958904
Orb,2,17,10,2007,22.59,0,0.210958904
Orb,2,17,10,2007,22.8,0,0.210958904
Orb,2,17,10,2007,23.07,0,0.210958904
Orb,2,17,10,2007,23.33,0,0.210958904
Orb,2,17,10,2007,23.71,0,0.210958904
Orb,2,17,10,2007,23.72,0,0.210958904
Orb,2,17,10,2007,23.99,0,0.210958904
Orb,2,17,10,2007,24.61,0,0.210958904
Orb,2,17,10,2007,25.56,0,0.210958904
Orb,2,17,10,2007,25.81,0,0.210958904
Orb,2,17,10,2007,26.65,0,0.210958904
Orb,2,17,10,2007,28.49,0,0.210958904
Orb,2,17,10,2007,29.14,0,0.210958904
Orb,2,17,10,2007,30.54,0,0.210958904
Orb,2,27,11,2007,11.68,0,0.323287671
Orb,2,27,11,2007,12.15,0,0.323287671
Orb,2,27,11,2007,12.33,0,0.323287671
Orb,2,27,11,2007,12.36,0,0.323287671
Orb,2,27,11,2007,12.47,0,0.323287671
Orb,2,27,11,2007,12.54,0,0.323287671
Orb,2,27,11,2007,12.79,0,0.323287671
Orb,2,27,11,2007,12.97,0,0.323287671
Orb,2,27,11,2007,13.07,0,0.323287671
Orb,2,27,11,2007,13.21,0,0.323287671
Orb,2,27,11,2007,13.24,0,0.323287671
Orb,2,27,11,2007,13.27,0,0.323287671
Orb,2,27,11,2007,13.49,0,0.323287671
Orb,2,27,11,2007,13.52,0,0.323287671
Orb,2,27,11,2007,13.57,0,0.323287671
Orb,2,27,11,2007,13.61,0,0.323287671
Orb,2,27,11,2007,13.7,0,0.323287671
Orb,2,27,11,2007,13.74,0,0.323287671
Orb,2,27,11,2007,13.78,0,0.323287671
Orb,2,27,11,2007,13.86,0,0.323287671
Orb,2,27,11,2007,13.88,0,0.323287671
Orb,2,27,11,2007,13.93,0,0.323287671
Orb,2,27,11,2007,13.96,0,0.323287671
Orb,2,27,11,2007,14.06,0,0.323287671
Orb,2,27,11,2007,14.12,0,0.323287671
Orb,2,27,11,2007,14.15,0,0.323287671
Orb,2,27,11,2007,14.19,0,0.323287671
Orb,2,27,11,2007,14.21,0,0.323287671
Orb,2,27,11,2007,14.26,0,0.323287671
Orb,2,27,11,2007,14.29,0,0.323287671
Orb,2,27,11,2007,14.4,0,0.323287671
Orb,2,27,11,2007,14.55,0,0.323287671
Orb,2,27,11,2007,14.55,0,0.323287671
Orb,2,27,11,2007,14.58,0,0.323287671
Orb,2,27,11,2007,14.6,0,0.323287671
Orb,2,27,11,2007,14.64,0,0.323287671
Orb,2,27,11,2007,14.71,0,0.323287671
Orb,2,27,11,2007,14.88,0,0.323287671
Orb,2,27,11,2007,14.9,0,0.323287671
Orb,2,27,11,2007,15.03,0,0.323287671
Orb,2,27,11,2007,15.04,0,0.323287671
Orb,2,27,11,2007,15.04,0,0.323287671
Orb,2,27,11,2007,15.09,0,0.323287671
Orb,2,27,11,2007,15.24,0,0.323287671
Orb,2,27,11,2007,15.43,0,0.323287671
Orb,2,27,11,2007,15.46,0,0.323287671
Orb,2,27,11,2007,15.49,0,0.323287671
Orb,2,27,11,2007,15.58,0,0.323287671
Orb,2,27,11,2007,15.62,0,0.323287671
Orb,2,27,11,2007,15.67,0,0.323287671
Orb,2,27,11,2007,15.74,0,0.323287671
Orb,2,27,11,2007,15.74,0,0.323287671
Orb,2,27,11,2007,15.81,0,0.323287671
Orb,2,27,11,2007,15.82,0,0.323287671
Orb,2,27,11,2007,15.83,0,0.323287671
Orb,2,27,11,2007,15.84,0,0.323287671
Orb,2,27,11,2007,15.84,0,0.323287671
Orb,2,27,11,2007,15.84,0,0.323287671
Orb,2,27,11,2007,15.85,0,0.323287671
Orb,2,27,11,2007,16.17,0,0.323287671
Orb,2,27,11,2007,16.22,0,0.323287671
Orb,2,27,11,2007,16.26,0,0.323287671
Orb,2,27,11,2007,16.56,0,0.323287671
Orb,2,27,11,2007,16.57,0,0.323287671
Orb,2,27,11,2007,16.62,0,0.323287671
Orb,2,27,11,2007,16.72,0,0.323287671
Orb,2,27,11,2007,16.97,0,0.323287671
Orb,2,27,11,2007,17.04,0,0.323287671
Orb,2,27,11,2007,17.05,0,0.323287671
Orb,2,27,11,2007,17.15,0,0.323287671
Orb,2,27,11,2007,17.21,0,0.323287671
Orb,2,27,11,2007,17.53,0,0.323287671
Orb,2,27,11,2007,17.58,0,0.323287671
Orb,2,27,11,2007,17.71,0,0.323287671
Orb,2,27,11,2007,17.77,0,0.323287671
Orb,2,27,11,2007,17.82,0,0.323287671
Orb,2,27,11,2007,18.58,0,0.323287671
Orb,2,27,11,2007,18.6,0,0.323287671
Orb,2,27,11,2007,19.44,0,0.323287671
Orb,2,27,11,2007,25.78,0,0.323287671
Orb,2,27,11,2007,11.3,0,0.323287671
Orb,2,27,11,2007,11.38,0,0.323287671
Orb,2,27,11,2007,11.69,0,0.323287671
Orb,2,27,11,2007,11.74,0,0.323287671
Orb,2,27,11,2007,11.84,0,0.323287671
Orb,2,1,5,2007,12.98,1,0.747945205
Orb,2,1,5,2007,13.52,1,0.747945205
Orb,2,1,5,2007,13.6,1,0.747945205
Orb,2,1,5,2007,14.29,1,0.747945205
Orb,2,1,5,2007,14.31,1,0.747945205
Orb,2,1,5,2007,14.54,1,0.747945205
Orb,2,1,5,2007,14.95,1,0.747945205
Orb,2,1,5,2007,15.03,1,0.747945205
Orb,2,1,5,2007,15.05,1,0.747945205
Orb,2,1,5,2007,15.35,1,0.747945205
Orb,2,1,5,2007,15.48,1,0.747945205
Orb,2,1,5,2007,15.53,1,0.747945205
Orb,2,1,5,2007,15.84,1,0.747945205
Orb,2,1,5,2007,15.96,1,0.747945205
Orb,2,1,5,2007,16.33,1,0.747945205
Orb,2,1,5,2007,16.61,1,0.747945205
Orb,2,1,5,2007,16.85,1,0.747945205
Orb,2,1,5,2007,16.88,1,0.747945205
Orb,2,1,5,2007,16.99,1,0.747945205
Orb,2,1,5,2007,17.07,1,0.747945205
Orb,2,1,5,2007,17.13,1,0.747945205
Orb,2,1,5,2007,17.32,1,0.747945205
Orb,2,1,5,2007,17.6,1,0.747945205
Orb,2,1,5,2007,18.06,1,0.747945205
Orb,2,1,5,2007,18.09,1,0.747945205
Orb,2,1,5,2007,18.25,1,0.747945205
Orb,2,1,5,2007,18.38,1,0.747945205
Orb,2,1,5,2007,18.56,1,0.747945205
Orb,2,1,5,2007,18.73,1,0.747945205
Orb,2,1,5,2007,18.75,1,0.747945205
Orb,2,1,5,2007,18.77,1,0.747945205
Orb,2,1,5,2007,18.83,1,0.747945205
Orb,2,1,5,2007,19.28,1,0.747945205
Orb,2,1,5,2007,19.32,1,0.747945205
Orb,2,1,5,2007,19.62,1,0.747945205
Orb,2,1,5,2007,19.81,1,0.747945205
Orb,2,1,5,2007,19.88,1,0.747945205
Orb,2,1,5,2007,19.9,1,0.747945205
Orb,2,1,5,2007,19.91,1,0.747945205
Orb,2,1,5,2007,20.56,1,0.747945205
Orb,2,1,5,2007,20.62,1,0.747945205
Orb,2,1,5,2007,20.81,1,0.747945205
Orb,2,1,5,2007,21,1,0.747945205
Orb,2,1,5,2007,21.37,1,0.747945205
Orb,2,1,5,2007,21.42,1,0.747945205
Orb,2,1,5,2007,21.48,1,0.747945205
Orb,2,1,5,2007,21.72,1,0.747945205
Orb,2,1,5,2007,21.88,1,0.747945205
Orb,2,1,5,2007,22.86,1,0.747945205
Orb,2,1,5,2007,23.88,1,0.747945205
Orb,2,1,5,2007,24.8,1,0.747945205
Orb,2,1,5,2007,26.58,1,0.747945205
Orb,2,1,5,2007,28.46,1,0.747945205
Orb,2,1,5,2007,28.47,1,0.747945205
Orb,2,1,5,2007,28.83,1,0.747945205
Orb,2,1,5,2007,29,1,0.747945205
Orb,2,1,5,2007,10.88,1,0.747945205
Orb,2,1,5,2007,12.27,1,0.747945205
Orb,2,1,6,2007,15.35,1,0.832876712
Orb,2,1,6,2007,15.66,1,0.832876712
Orb,2,1,6,2007,16.09,1,0.832876712
Orb,2,1,6,2007,16.4,1,0.832876712
Orb,2,1,6,2007,16.68,1,0.832876712
Orb,2,1,6,2007,16.76,1,0.832876712
Orb,2,1,6,2007,16.95,1,0.832876712
Orb,2,1,6,2007,17.08,1,0.832876712
Orb,2,1,6,2007,17.55,1,0.832876712
Orb,2,1,6,2007,17.64,1,0.832876712
Orb,2,1,6,2007,17.91,1,0.832876712
Orb,2,1,6,2007,18.27,1,0.832876712
Orb,2,1,6,2007,18.56,1,0.832876712
Orb,2,1,6,2007,18.69,1,0.832876712
Orb,2,1,6,2007,18.73,1,0.832876712
Orb,2,1,6,2007,19.15,1,0.832876712
Orb,2,1,6,2007,19.18,1,0.832876712
Orb,2,1,6,2007,19.67,1,0.832876712
Orb,2,1,6,2007,19.7,1,0.832876712
Orb,2,1,6,2007,19.92,1,0.832876712
Orb,2,1,6,2007,20.07,1,0.832876712
Orb,2,1,6,2007,20.09,1,0.832876712
Orb,2,1,6,2007,20.3,1,0.832876712
Orb,2,1,6,2007,20.42,1,0.832876712
Orb,2,1,6,2007,20.51,1,0.832876712
Orb,2,1,6,2007,20.56,1,0.832876712
Orb,2,1,6,2007,21.46,1,0.832876712
Orb,2,1,6,2007,21.98,1,0.832876712
Orb,2,1,6,2007,22.11,1,0.832876712
Orb,2,1,6,2007,22.65,1,0.832876712
Orb,2,1,6,2007,22.87,1,0.832876712
Orb,2,1,6,2007,22.91,1,0.832876712
Orb,2,1,6,2007,22.98,1,0.832876712
Orb,2,1,6,2007,23.79,1,0.832876712
Orb,2,1,6,2007,24.62,1,0.832876712
Orb,2,1,6,2007,25.44,1,0.832876712
Orb,2,1,6,2007,25.59,1,0.832876712
Orb,2,1,6,2007,25.59,1,0.832876712
Orb,2,1,6,2007,25.68,1,0.832876712
Orb,2,1,6,2007,26.02,1,0.832876712
Orb,2,1,6,2007,26.04,1,0.832876712
Orb,2,1,6,2007,26.26,1,0.832876712
Orb,2,1,6,2007,26.39,1,0.832876712
Orb,2,1,6,2007,26.46,1,0.832876712
Orb,2,1,6,2007,26.67,1,0.832876712
Orb,2,1,6,2007,27.8,1,0.832876712
Orb,2,1,6,2007,28,1,0.832876712
Orb,2,1,6,2007,28,1,0.832876712
Orb,2,1,6,2007,28.3,1,0.832876712
Orb,2,1,6,2007,28.95,1,0.832876712
Orb,2,1,6,2007,29.17,1,0.832876712
Orb,2,1,6,2007,29.24,1,0.832876712
Orb,2,1,6,2007,29.42,1,0.832876712
Orb,2,1,6,2007,29.62,1,0.832876712
Orb,2,1,6,2007,29.69,1,0.832876712
Orb,2,1,6,2007,29.84,1,0.832876712
Orb,2,1,6,2007,30.17,1,0.832876712
Orb,2,1,6,2007,30.59,1,0.832876712
Orb,2,1,6,2007,30.74,1,0.832876712
Orb,2,1,6,2007,30.95,1,0.832876712
Orb,2,1,6,2007,31.12,1,0.832876712
Orb,2,1,6,2007,31.17,1,0.832876712
Orb,2,1,6,2007,31.19,1,0.832876712
Orb,2,1,6,2007,32.4,1,0.832876712
Orb,2,1,6,2007,32.51,1,0.832876712
Orb,2,1,6,2007,32.78,1,0.832876712
Orb,2,1,6,2007,33.25,1,0.832876712
Orb,2,1,6,2007,34.1,1,0.832876712
Orb,2,1,6,2007,34.31,1,0.832876712
Orb,2,29,6,2007,21.14,1,0.909589041
Orb,2,29,6,2007,25.42,1,0.909589041
Orb,2,29,6,2007,25.84,1,0.909589041
Orb,2,29,6,2007,26.35,1,0.909589041
Orb,2,29,6,2007,26.52,1,0.909589041
Orb,2,29,6,2007,28.35,1,0.909589041
Orb,2,29,6,2007,28.86,1,0.909589041
Orb,2,29,6,2007,28.96,1,0.909589041
Orb,2,29,6,2007,29.64,1,0.909589041
Orb,2,29,6,2007,29.98,1,0.909589041
Orb,2,29,6,2007,30.79,1,0.909589041
Orb,2,29,6,2007,30.81,1,0.909589041
Orb,2,29,6,2007,31.94,1,0.909589041
Orb,2,29,6,2007,32.25,1,0.909589041
Orb,2,29,6,2007,33.1,1,0.909589041
Orb,2,29,6,2007,33.63,1,0.909589041
Orb,2,3,9,2007,26.02,1,1.090410959
Orb,2,3,9,2007,27.07,1,1.090410959
Orb,2,3,9,2007,28.76,1,1.090410959
Orb,2,17,10,2007,30.88,1,1.210958904
Orb,2,17,10,2007,31.88,1,1.210958904
Orb,2,17,10,2007,32.26,1,1.210958904
Orb,2,17,10,2007,32.84,1,1.210958904
Orb,2,17,10,2007,33.35,1,1.210958904
Orb,2,17,10,2007,35.12,1,1.210958904
