lakeid,year4,sampledate,gearid,spname,length,weight,sex
TR,1992,7/28/1992,VGN032,CISCO,150,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,150,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,150,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,150,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,150,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,150,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,150,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,150,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,150,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,150,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,150,NA,NA
TR,1992,7/29/1992,VGN025,CISCO,150,NA,NA
TR,1992,7/29/1992,VGN025,CISCO,150,NA,NA
TR,1992,7/29/1992,VGN025,CISCO,150,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,150,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,150,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,150,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,150,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,150,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,150,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,150,NA,NA
TR,1992,7/29/1992,VGN025,CISCO,150,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,151,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,151,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,151,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,151,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,151,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,151,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,151,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,151,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,151,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,151,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,152,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,152,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,152,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,152,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,152,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,152,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,152,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,152,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,152,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,152,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,152,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,152,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,152,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,152,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,152,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,152,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,152,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,152,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,152,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,152,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,152,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,152,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,152,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,152,NA,NA
TR,1992,7/29/1992,VGN025,CISCO,152,NA,NA
TR,1992,7/29/1992,VGN025,CISCO,152,NA,NA
TR,1992,7/29/1992,VGN025,CISCO,152,NA,NA
TR,1992,7/29/1992,VGN025,CISCO,152,NA,NA
TR,1992,7/29/1992,VGN025,CISCO,152,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,152,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,152,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,152,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,152,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,152,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,153,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,153,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,153,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,153,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,153,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,153,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,153,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,153,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,153,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,153,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,153,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,153,NA,NA
TR,1992,7/29/1992,VGN025,CISCO,153,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,153,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,153,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,153,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,153,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,153,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,154,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,154,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,154,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,154,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,154,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,154,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,154,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,154,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,154,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,154,NA,NA
TR,1992,7/29/1992,VGN025,CISCO,154,NA,NA
TR,1992,7/29/1992,VGN025,CISCO,154,NA,NA
TR,1992,7/29/1992,VGN025,CISCO,154,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,155,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,155,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,155,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,155,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,155,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,155,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,155,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,155,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,155,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,155,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,155,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,155,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,155,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,155,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,155,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,155,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,155,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,155,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,155,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,155,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,155,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,155,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,155,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,155,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,155,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,155,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,155,NA,NA
TR,1992,7/29/1992,VGN025,CISCO,155,NA,NA
TR,1992,7/29/1992,VGN025,CISCO,155,NA,NA
TR,1992,7/29/1992,VGN025,CISCO,155,NA,NA
TR,1992,7/29/1992,VGN025,CISCO,155,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,155,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,155,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,155,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,155,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,156,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,156,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,156,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,156,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,156,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,156,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,156,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,156,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,156,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,156,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,156,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,156,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,156,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,156,NA,NA
TR,1992,7/29/1992,VGN025,CISCO,156,NA,NA
TR,1992,7/29/1992,VGN025,CISCO,156,NA,NA
TR,1992,7/29/1992,VGN025,CISCO,156,NA,NA
TR,1992,7/29/1992,VGN025,CISCO,156,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,156,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,156,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,156,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,156,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,157,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,157,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,157,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,157,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,157,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,157,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,157,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,157,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,157,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,157,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,157,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,157,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,157,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,157,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,157,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,157,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,157,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,157,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,158,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,158,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,158,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,158,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,158,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,158,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,158,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,158,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,158,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,158,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,158,NA,NA
TR,1992,7/29/1992,VGN025,CISCO,158,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,158,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,158,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,158,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,158,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,158,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,158,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,159,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,159,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,159,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,159,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,159,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,159,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,159,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,159,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,159,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,159,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,159,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,159,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,159,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,159,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,159,NA,NA
TR,1992,7/29/1992,VGN025,CISCO,159,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,159,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,159,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,160,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,160,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,160,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,160,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,160,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,160,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,160,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,160,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,160,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,160,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,160,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,160,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,160,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,160,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,160,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,160,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,160,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,160,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,160,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,160,NA,NA
TR,1992,7/29/1992,VGN025,CISCO,160,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,160,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,160,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,160,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,160,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,160,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,160,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,160,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,161,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,161,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,161,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,161,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,161,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,161,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,161,NA,NA
TR,1992,7/29/1992,VGN025,CISCO,161,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,162,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,162,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,162,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,162,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,162,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,162,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,162,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,162,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,162,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,162,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,162,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,162,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,163,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,163,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,163,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,163,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,163,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,163,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,163,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,163,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,163,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,163,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,164,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,164,NA,NA
TR,1992,7/29/1992,VGN025,CISCO,164,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,164,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,165,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,165,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,165,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,165,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,165,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,165,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,165,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,165,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,165,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,165,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,165,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,165,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,165,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,166,NA,NA
TR,1992,7/28/1992,VGN025,CISCO,167,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,167,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,167,NA,NA
TR,1992,7/29/1992,VGN025,CISCO,167,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,167,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,168,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,169,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,170,NA,NA
TR,1992,7/28/1992,VGN038,CISCO,170,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,170,NA,NA
TR,1992,7/28/1992,VGN038,CISCO,170,NA,NA
TR,1992,7/29/1992,VGN025,CISCO,172,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,172,NA,NA
TR,1992,7/28/1992,VGN032,CISCO,174,NA,NA
TR,1992,7/28/1992,VGN038,CISCO,175,NA,NA
TR,1992,7/28/1992,VGN038,CISCO,180,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,180,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,180,NA,NA
TR,1992,7/28/1992,VGN038,CISCO,182,NA,NA
TR,1992,7/28/1992,VGN038,CISCO,182,NA,NA
TR,1992,7/28/1992,VGN038,CISCO,182,NA,NA
TR,1992,7/28/1992,VGN038,CISCO,182,NA,NA
TR,1992,7/28/1992,VGN038,CISCO,182,NA,NA
TR,1992,7/28/1992,VGN038,CISCO,182,NA,NA
TR,1992,7/28/1992,VGN038,CISCO,183,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,183,NA,NA
TR,1992,7/28/1992,VGN038,CISCO,184,NA,NA
TR,1992,7/28/1992,VGN038,CISCO,185,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,185,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,185,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,185,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,185,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,185,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,186,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,186,NA,NA
TR,1992,7/28/1992,VGN038,CISCO,187,NA,NA
TR,1992,7/28/1992,VGN038,CISCO,187,NA,NA
TR,1992,7/28/1992,VGN038,CISCO,187,NA,NA
TR,1992,7/28/1992,VGN038,CISCO,187,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,187,NA,NA
TR,1992,7/28/1992,VGN038,CISCO,188,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,188,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,188,NA,NA
TR,1992,7/28/1992,VGN038,CISCO,189,NA,NA
TR,1992,7/28/1992,VGN038,CISCO,189,NA,NA
TR,1992,7/28/1992,VGN038,CISCO,189,NA,NA
TR,1992,7/28/1992,VGN038,CISCO,189,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,189,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,189,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,189,NA,NA
TR,1992,7/28/1992,VGN038,CISCO,190,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,190,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,190,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,190,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,190,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,190,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,190,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,192,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,192,NA,NA
TR,1992,7/28/1992,VGN038,CISCO,193,NA,NA
TR,1992,7/28/1992,VGN038,CISCO,193,NA,NA
TR,1992,7/28/1992,VGN038,CISCO,193,NA,NA
TR,1992,7/29/1992,VGN032,CISCO,193,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,193,NA,NA
TR,1992,7/28/1992,VGN038,CISCO,193,NA,NA
TR,1992,7/28/1992,VGN038,CISCO,194,NA,NA
TR,1992,7/28/1992,VGN038,CISCO,194,NA,NA
TR,1992,7/28/1992,VGN038,CISCO,194,NA,NA
TR,1992,7/29/1992,VGN025,CISCO,194,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,194,NA,NA
TR,1992,7/28/1992,VGN038,CISCO,195,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,195,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,195,NA,NA
TR,1992,7/28/1992,VGN038,CISCO,196,NA,NA
TR,1992,7/28/1992,VGN038,CISCO,196,NA,NA
TR,1992,7/28/1992,VGN038,CISCO,196,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,196,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,196,NA,NA
TR,1992,7/29/1992,VGN025,CISCO,197,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,197,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,197,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,198,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,198,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,198,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,198,NA,NA
TR,1992,7/28/1992,VGN038,CISCO,199,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,199,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,199,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,199,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,199,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,199,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,201,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,201,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,201,NA,NA
TR,1992,7/28/1992,VGN038,CISCO,202,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,202,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,202,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,203,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,204,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,204,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,205,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,205,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,206,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,206,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,207,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,208,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,209,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,209,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,209,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,210,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,211,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,212,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,214,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,215,NA,NA
TR,1992,7/29/1992,VGN038,CISCO,216,NA,NA
TR,1992,7/29/1992,VGN051,CISCO,230,NA,NA
TR,1992,7/29/1992,VGN051,CISCO,234,NA,NA
TR,1992,7/28/1992,VGN051,CISCO,236,NA,NA
TR,1992,7/29/1992,VGN051,CISCO,236,NA,NA
TR,1992,7/28/1992,VGN051,CISCO,238,NA,NA
TR,1992,7/28/1992,VGN051,CISCO,239,NA,NA
TR,1993,7/28/1993,VGN019,CISCO,73,0.38,NA
TR,1993,7/28/1993,VGN025,CISCO,145,20,NA
TR,1993,7/27/1993,VGN025,CISCO,166,29.8,NA
TR,1993,7/28/1993,VGN032,CISCO,158,31.2,NA
TR,1993,7/28/1993,VGN032,CISCO,158,31.8,NA
TR,1993,7/27/1993,VGN025,CISCO,163,32.5,NA
TR,1993,7/27/1993,VGN032,CISCO,168,33.1,NA
TR,1993,7/27/1993,VGN025,CISCO,166,33.2,NA
TR,1993,7/27/1993,VGN032,CISCO,168,35.2,NA
TR,1993,7/27/1993,VGN038,CISCO,170,35.4,NA
TR,1993,7/27/1993,VGN038,CISCO,179,36.8,NA
TR,1993,7/27/1993,VGN038,CISCO,182,39.1,NA
TR,1993,7/27/1993,VGN038,CISCO,173,39.8,NA
TR,1993,7/27/1993,VGN038,CISCO,178,39.9,NA
TR,1993,7/27/1993,VGN025,CISCO,178,40.6,NA
TR,1993,7/27/1993,VGN038,CISCO,187,45.1,NA
TR,1993,7/27/1993,VGN038,CISCO,183,45.8,NA
TR,1993,7/27/1993,VGN038,CISCO,197,47.5,NA
TR,1993,7/27/1993,VGN025,CISCO,194,48.6,NA
TR,1993,7/27/1993,VGN038,CISCO,189,50.1,NA
TR,1993,7/27/1993,VGN025,CISCO,189,51,NA
TR,1993,7/27/1993,VGN038,CISCO,196,52,NA
TR,1993,7/27/1993,VGN038,CISCO,202,57.1,NA
TR,1993,7/27/1993,VGN038,CISCO,201,57.2,NA
TR,1993,7/27/1993,VGN025,CISCO,195,58.1,NA
TR,1993,7/27/1993,VGN038,CISCO,201,58.7,NA
TR,1993,7/27/1993,VGN025,CISCO,198,61.1,NA
TR,1993,7/27/1993,VGN038,CISCO,203,61.1,NA
TR,1993,7/27/1993,VGN038,CISCO,208,62.3,NA
TR,1993,7/27/1993,VGN038,CISCO,216,64.7,NA
TR,1993,7/27/1993,VGN025,CISCO,215,66.2,NA
TR,1993,7/27/1993,VGN038,CISCO,217,67.1,NA
TR,1993,7/27/1993,VGN038,CISCO,216,69.2,NA
TR,1993,7/27/1993,VGN038,CISCO,230,72.1,NA
TR,1993,7/27/1993,VGN038,CISCO,217,77.6,NA
TR,1993,7/27/1993,VGN038,CISCO,216,79.2,NA
TR,1993,7/27/1993,VGN038,CISCO,217,79.6,NA
TR,1993,7/27/1993,VGN038,CISCO,226,86,NA
TR,1993,7/27/1993,VGN038,CISCO,226,89.6,NA
TR,1993,7/27/1993,VGN051,CISCO,225,90.6,NA
TR,1993,7/27/1993,VGN051,CISCO,227,90.6,NA
TR,1993,7/27/1993,VGN051,CISCO,238,93.5,NA
TR,1993,7/27/1993,VGN051,CISCO,237,95.3,NA
TR,1993,7/27/1993,VGN051,CISCO,232,98.3,NA
